generations,avg_obj
0,-659.9094821512434
1,-659.9278553306871
2,-659.9370459634999
3,-659.9442482645082
4,-659.9498845368398
5,-659.9550566417344
6,-659.9596771774529
7,-659.9639630032345
8,-659.9680380125272
9,-659.9716766839374
10,-659.9749924344159
11,-659.9779392585062
12,-659.9807358427627
13,-659.9833377896539
14,-659.9858464585294
15,-659.9880613106859
16,-659.99013632494
17,-659.9918391242279
18,-659.9934015640614
19,-659.9948362855367
20,-659.9960015668773
21,-659.9969413075576
22,-659.9977493616734
23,-659.9984997683655
24,-659.9991142424794
25,-659.9995838886331
26,-659.9998785935958
27,-660.0
28,-660.0
29,-660.0
30,-660.0
31,-660.0
32,-660.0
33,-660.0
34,-660.0
35,-660.0
36,-660.0
37,-660.0
38,-660.0
39,-660.0
40,-660.0
41,-660.0
42,-660.0
43,-660.0
44,-660.0
45,-660.0
46,-660.0
47,-660.0
48,-660.0
49,-660.0
50,-660.0
51,-660.0
52,-660.0
53,-660.0
54,-660.0
55,-660.0
56,-660.0
57,-660.0
58,-660.0
59,-660.0
