generations,avg_obj
0,-659.9077439959649
1,-659.9272815004861
2,-659.9371355711281
3,-659.9441459830449
4,-659.9506157382958
5,-659.9560714662238
6,-659.9614092195126
7,-659.966083722491
8,-659.9698527450034
9,-659.9733617239565
10,-659.9764696380405
11,-659.9794842927266
12,-659.982102920615
13,-659.984460662627
14,-659.9864810070079
15,-659.9883062741455
16,-659.9899618166637
17,-659.991573459393
18,-659.9930904952982
19,-659.9944465030924
20,-659.9956546616245
21,-659.9966126695027
22,-659.997545917942
23,-659.9983779824634
24,-659.9990064530077
25,-659.9994919203006
26,-659.9998729106627
27,-660.0
28,-660.0
29,-660.0
30,-660.0
31,-660.0
32,-660.0
33,-660.0
34,-660.0
35,-660.0
36,-660.0
37,-660.0
38,-660.0
39,-660.0
40,-660.0
41,-660.0
42,-660.0
43,-660.0
44,-660.0
45,-660.0
46,-660.0
47,-660.0
48,-660.0
49,-660.0
50,-660.0
51,-660.0
52,-660.0
53,-660.0
54,-660.0
55,-660.0
56,-660.0
57,-660.0
58,-660.0
59,-660.0
